,Unnamed: 0,UnitPriceMean,UnitPriceStd,TotalQuantity,NoOfUniqueItems,NoOfInvoices,UniqueItemsPerInvoice,QuantityPerInvoice,SpendingPerInvoice
57,58,2.2608333333333337,1.7121987613573302,4844.0,30.0,17.0,4.941176470588236,284.9411764705883,548.4441176470588
58,59,5.4645569620253145,13.900467045969089,585.0,74.0,6.0,13.166666666666664,97.5,277.55
59,60,3.90939393939394,11.217215825293374,419.0,31.0,2.0,16.5,209.5,302.85
60,61,4.3118750000000015,2.9620808423584037,124.0,12.0,4.0,4.0,31.0,85.67000000000002
61,62,6.8,4.190568227456214,322.0,21.0,5.0,6.0,64.4,346.86
62,63,3.0961538461538467,1.8721604139027763,232.0,22.0,2.0,13.0,116.0,291.6
63,64,3.1335076923076834,3.5203335727953147,2541.0,495.0,34.0,28.5,74.73529411764707,151.86735294117648
64,65,5.34,2.5885324027332555,19.0,5.0,1.0,5.0,19.0,81.75
65,66,2.49925,1.6446048352423637,843.0,31.0,5.0,8.0,168.6,403.45599999999996
66,67,4.050000000000002,3.478843851835628,559.0,16.0,6.0,3.8333333333333335,93.16666666666669,391.91666666666674
67,68,5.507931034482757,3.1373218552844278,401.0,22.0,5.0,5.8,80.2,365.976
68,69,1.8026315789473684,1.153433724461508,410.0,13.0,2.0,9.5,205.0,247.65
69,70,1.9386407766990277,1.3440829285104086,435.0,103.0,2.0,51.5,217.5,319.4500000000002
70,71,5.587692307692309,3.37085091593145,110.0,12.0,2.0,6.5,55.0,148.11
71,72,2.9910526315789485,1.9924995322370624,980.0,17.0,2.0,9.5,490.0,1059.48
72,73,1.6449565217391295,1.1566447042101,2867.0,61.0,8.0,14.375,358.375,454.34
73,74,2.550999999999998,2.0241392158686593,2047.0,58.0,7.0,10.0,292.42857142857144,258.84428571428583
74,75,2.33,2.5892767032810213,3052.0,132.0,7.0,31.714285714285715,436.0,541.4571428571428
75,76,5.503877551020408,17.546177743353695,614.0,40.0,5.0,9.8,122.8,315.92400000000004
76,77,3.2279069767441864,3.171906110226628,389.0,38.0,2.0,21.5,194.5,357.125
77,78,3.5355263157894736,3.6907464251780335,206.0,31.0,3.0,12.666666666666664,68.66666666666667,165.68333333333337
78,79,1.6941981132075459,1.611236556246784,2035.0,134.0,10.0,20.4,203.5,208.355
79,80,2.9455000000000005,1.9593459569324068,246.0,20.0,1.0,20.0,246.0,572.38
80,81,4.050000000000002,2.4098409352762964,106.0,16.0,1.0,16.0,106.0,288.5
81,82,3.2574074074074084,2.1118577177317177,74.0,26.0,1.0,26.0,74.0,223.7
82,83,3.0794117647058834,3.3730113967125788,254.0,17.0,2.0,8.5,127.0,210.25
83,84,2.7750000000000004,3.0978487159102306,362.0,11.0,3.0,5.333333333333333,120.66666666666669,148.5
84,85,1.0889655172413797,0.8729174508411784,2169.0,46.0,7.0,8.285714285714286,309.85714285714283,295.9228571428572
85,86,2.892272727272728,2.889137178529888,108.0,18.0,2.0,11.0,54.0,111.35
86,87,7.6923076923076925,3.5740293643779557,41.0,13.0,1.0,13.0,41.0,199.65
87,88,1.6658333333333344,1.6527007530452893,983.0,71.0,3.0,28.0,327.6666666666667,399.70666666666665
88,89,2.057368421052632,1.52332650772013,1321.0,35.0,6.0,12.5,220.16666666666663,334.1816666666667
89,90,1.5695454545454546,1.5271769890963425,9822.0,37.0,10.0,4.4,982.2,919.9420000000003
90,91,4.6178260869565175,3.6495746559129514,316.0,32.0,7.0,6.571428571428571,45.14285714285714,104.89714285714287
91,92,9.879571428571444,14.115188557594402,383.0,85.0,12.0,11.666666666666664,31.91666666666667,225.65166666666664
92,93,3.3090243902439016,5.783162977505497,389.0,38.0,4.0,10.25,97.25,147.6325
93,94,2.560000000000001,2.02895190513066,102.0,48.0,1.0,48.0,102.0,196.43
94,95,3.5617142857142863,3.326676035531285,195.0,35.0,1.0,35.0,195.0,261.76000000000005
95,96,5.542000000000002,4.253397661478017,315.0,17.0,3.0,8.333333333333334,105.0,345.2166666666667
96,97,3.43,2.6075957423564637,126.0,10.0,1.0,10.0,126.0,341.9
97,98,1.535,0.5499338803231465,75.0,12.0,1.0,12.0,75.0,100.2
98,99,1.735800000000001,0.9079582162461992,142.0,50.0,1.0,50.0,142.0,210.24
99,100,3.532459016393441,3.319203546905846,566.0,50.0,7.0,8.714285714285714,80.85714285714286,127.81571428571431
100,101,1.923,1.7004739277470171,231.0,20.0,1.0,20.0,231.0,307.68000000000006
101,102,2.132727272727273,2.01015058819119,888.0,39.0,5.0,11.0,177.6,302.54400000000004
102,103,2.601359223300969,2.2115880411620865,1047.0,88.0,6.0,17.166666666666668,174.5,344.1633333333333
103,104,2.7657142857142856,2.226206550254402,125.0,14.0,1.0,14.0,125.0,193.23
104,105,2.670499999999999,2.3254861476226445,802.0,70.0,3.0,26.66666666666667,267.3333333333333,492.72666666666674
105,106,2.348552036199097,2.598840420309501,14113.0,55.0,25.0,8.84,564.52,1079.7183999999997
106,107,3.077272727272728,1.2720777563426766,70.0,11.0,1.0,11.0,70.0,170.7
107,108,3.0157462686567147,2.8131395184337995,2160.0,107.0,5.0,26.4,432.0,855.676
108,109,2.7015624999999983,5.005142187140349,302.0,60.0,3.0,21.0,100.66666666666669,175.91666666666674
109,110,3.5253333333333314,3.039755650445348,1022.0,64.0,3.0,24.33333333333333,340.6666666666667,551.6666666666666
110,111,1.6593749999999998,0.9571842710384476,386.0,43.0,3.0,16.0,128.66666666666666,159.79333333333338
111,112,1.9723076923076928,1.658645972333597,290.0,26.0,2.0,13.0,145.0,192.665
112,113,3.255172413793105,2.2946360132922043,302.0,26.0,3.0,9.666666666666666,100.66666666666669,196.37333333333336
113,114,4.392307692307692,3.239081066266504,2233.0,40.0,7.0,9.285714285714286,319.0,813.7985714285713
114,115,1.1505000000000003,0.4567329635574818,384.0,20.0,1.0,20.0,384.0,406.5600000000002
115,116,2.528260869565216,2.4504763424333658,2613.0,53.0,27.0,3.4074074074074074,96.77777777777777,104.96333333333334
116,117,7.936956521739129,8.420931947335763,113.0,20.0,3.0,7.666666666666668,37.66666666666666,158.3166666666667
117,118,2.7350000000000003,3.3008433265859,2577.0,4.0,4.0,1.0,644.25,608.7525
118,119,1.3911764705882352,1.1555728144135984,230.0,17.0,1.0,17.0,230.0,189.80000000000004
119,120,2.731764705882353,2.6397164509046176,190.0,17.0,1.0,17.0,190.0,308.2800000000001
120,121,2.9893719806763293,2.423570160346863,1020.0,122.0,11.0,18.818181818181817,92.72727272727272,162.37454545454545
121,122,2.2880000000000003,1.9839773509373184,8990.0,78.0,17.0,7.1764705882352935,528.8235294117649,850.2847058823528
122,124,2.677708333333331,2.361263033640066,525.0,75.0,3.0,31.33333333333333,175.0,349.86666666666673
123,125,0.4533333333333333,0.28148416178061125,96.0,3.0,1.0,3.0,96.0,37.2
124,126,2.20378787878788,2.8781435069537533,2320.0,49.0,3.0,22.0,773.3333333333335,867.7366666666667
125,127,3.0470909090909086,2.4813016840235385,500.0,50.0,2.0,27.5,250.0,482.24
126,128,3.7146153846153838,2.697148541777085,144.0,13.0,2.0,6.5,72.0,149.26
127,129,5.55,2.1633307652783933,38.0,3.0,1.0,3.0,38.0,189.3
128,130,4.311681415929203,11.866134879101391,200.0,104.0,12.0,9.333333333333334,16.666666666666668,56.27083333333334
129,131,1.9738095238095241,1.6639485454498772,420.0,19.0,2.0,10.5,210.0,250.27500000000003
130,132,3.75,0.0,106.0,3.0,1.0,3.0,106.0,397.5
131,133,4.861363636363637,9.764608993448023,656.0,30.0,3.0,14.666666666666664,218.66666666666663,493.1
132,134,2.26942857142857,1.9422746216937323,1053.0,111.0,10.0,17.5,105.3,166.29700000000003
133,135,5.6723684210526315,4.131703682508815,181.0,36.0,2.0,18.5,90.5,301.815
134,136,4.925,5.233452758722274,79.0,10.0,1.0,10.0,79.0,303.50000000000006
135,137,2.7753968253968244,1.8890267381403345,86.0,63.0,1.0,63.0,86.0,217.25999999999988
136,138,3.5847394540943016,4.056819958812025,16433.0,302.0,13.0,31.0,1264.076923076923,2729.3746153846146
137,139,2.475039999999998,1.6183058764267708,4646.0,55.0,7.0,17.857142857142858,663.7142857142858,1494.6542857142858
138,140,2.1192307692307684,1.5364896722140735,542.0,86.0,3.0,29.66666666666667,180.66666666666663,196.84666666666664
139,141,2.0757142857142847,0.8670526049670919,1958.0,9.0,3.0,4.666666666666667,652.6666666666666,1618.206666666667
140,142,3.064565217391302,2.575222347401694,337.0,87.0,4.0,23.0,84.25,114.69
141,143,2.989402985074627,2.8853742368465167,802.0,64.0,2.0,33.5,401.0,764.1700000000002
142,144,3.766415094339621,2.8662861889020874,433.0,46.0,3.0,17.666666666666668,144.33333333333334,325.7966666666667
143,145,2.436666666666666,1.5982508044117538,653.0,69.0,4.0,18.0,163.25,294.0525
144,146,6.858333333333335,6.383023670367407,204.0,13.0,4.0,4.5,51.0,206.705
145,147,4.0904,2.847410343920712,3534.0,10.0,16.0,1.5625,220.875,574.7262499999998
146,148,4.13,5.282749284226917,1950.0,2.0,6.0,1.0,325.0,694.35
147,149,3.638235294117648,3.1926043950870913,688.0,39.0,4.0,12.75,172.0,379.09
148,150,2.791327433628317,2.147087106667003,829.0,87.0,3.0,37.333333333333336,276.3333333333333,556.1733333333334
149,151,3.6994594594594568,3.945095255703793,1397.0,87.0,6.0,24.66666666666667,232.83333333333331,565.2566666666668
150,152,3.164642857142855,2.83945117997164,199.0,68.0,3.0,27.0,66.33333333333333,151.88333333333333
151,153,1.8628191489361676,1.4612411504396905,1204.0,158.0,6.0,31.0,200.66666666666663,158.57499999999996
152,154,3.5029629629629637,4.058883718097507,538.0,23.0,3.0,9.0,179.33333333333337,612.04
153,155,5.914354838709675,4.817644013336653,443.0,38.0,6.0,10.333333333333334,73.83333333333333,259.23833333333334
154,156,5.532678571428568,4.834677197486519,184.0,43.0,5.0,11.2,36.8,215.242
155,157,1.7099999999999995,1.264265267523658,104.0,7.0,1.0,7.0,104.0,124.14
156,158,3.0305194805194784,3.061578065786497,242.0,73.0,2.0,38.0,121.0,260.83000000000004
157,159,2.9047093023255783,2.612884947956565,455.0,137.0,6.0,28.16666666666667,75.83333333333333,164.42833333333334
158,160,1.9202439024390248,0.8309767981263921,12868.0,15.0,8.0,5.125,1608.5,2897.685
159,161,2.998529411764706,1.8445860705957875,39.0,34.0,1.0,34.0,39.0,110.35
160,162,6.13611111111111,8.646910457355062,173.0,16.0,3.0,6.0,57.66666666666666,141.35
161,163,3.0345454545454538,4.663731147427798,1336.0,44.0,4.0,13.75,334.0,309.4825
162,164,2.1844897959183682,1.2775204845462849,498.0,41.0,4.0,12.25,124.5,236.42
163,165,2.3559000000000037,2.326861276160709,6371.0,299.0,6.0,66.66666666666667,1061.8333333333333,1634.61
164,166,2.982903225806452,2.592851960741797,75.0,31.0,1.0,31.0,75.0,135.32999999999998
165,167,3.870799999999996,2.6960707969071365,887.0,82.0,10.0,12.3,88.7,245.325
166,168,7.208627450980388,3.3381426090614177,574.0,32.0,9.0,5.666666666666668,63.77777777777778,417.73444444444436
167,169,2.586848000000011,3.165672420813228,11019.0,351.0,30.0,20.766666666666666,367.3,665.5559999999998
168,170,3.810882352941183,2.7682013800689305,662.0,150.0,6.0,39.5,110.33333333333331,315.13666666666666
169,171,3.849591836734693,2.4625494573575515,80.0,48.0,1.0,48.0,80.0,230.65999999999988
170,172,4.507699115044245,3.6955349527817165,777.0,93.0,5.0,22.6,155.4,478.80600000000015
171,173,3.0337499999999986,1.968631012789377,43.0,30.0,1.0,30.0,43.0,118.88
172,174,4.7610447761194035,4.2690313860902505,466.0,74.0,8.0,16.125,58.25,217.51875000000004
173,175,1.6341621621621611,1.6904583491119385,1569.0,170.0,7.0,25.857142857142854,224.14285714285717,215.62714285714284
174,176,2.709714285714286,2.219879857976763,167.0,67.0,2.0,35.0,83.5,218.19000000000003
175,177,2.199090909090909,2.4740347802409013,2010.0,134.0,4.0,46.25,502.5,595.7225
176,178,3.717346938775509,2.457964501045144,609.0,79.0,4.0,33.5,152.25,378.34000000000015
177,179,3.3913749999999974,3.0596507386309737,2510.0,53.0,10.0,8.0,251.0,492.462
178,180,3.845,2.1127194166129426,290.0,8.0,3.0,3.333333333333333,96.66666666666669,188.9
179,181,2.2144939271255057,1.608021952764551,686.0,184.0,5.0,48.8,137.2,231.924
180,182,3.651839999999997,3.0696273242329317,970.0,73.0,8.0,15.625,121.25,318.7925
181,183,2.5841176470588243,2.5039777766350784,129.0,49.0,1.0,49.0,129.0,274.67
182,184,2.4424590163934417,2.5300035316590543,941.0,110.0,3.0,40.333333333333336,313.6666666666667,454.60666666666674
183,185,3.5502739726027386,4.660272442118181,1395.0,132.0,3.0,48.66666666666666,465.0,1059.7033333333336
184,186,2.49057851239669,1.561412980562083,422.0,60.0,6.0,20.166666666666668,70.33333333333333,151.365
185,187,2.862173913043479,1.6851354316270548,482.0,16.0,9.0,2.555555555555556,53.555555555555564,163.43555555555554
186,188,2.6429174664107533,2.5568808993693337,1213.0,275.0,10.0,51.8,121.3,241.64699999999996
187,189,2.55,0.0,160.0,2.0,1.0,2.0,160.0,408.0
188,190,3.9357142857142855,1.9936553498875724,158.0,60.0,3.0,25.33333333333333,52.66666666666666,204.70000000000005
189,191,2.1571929824561407,1.6752427909175742,530.0,51.0,2.0,25.5,265.0,322.33
190,192,2.8928000000000003,1.510358843697316,68.0,50.0,1.0,50.0,68.0,186.88
191,193,2.312682926829269,2.1152576963460556,448.0,38.0,3.0,13.666666666666664,149.33333333333334,207.44666666666663
192,194,2.5363934426229457,2.219424264112788,686.0,160.0,2.0,90.0,343.0,584.3299999999996
193,195,1.80074074074074,1.2943433935176278,1216.0,85.0,3.0,45.0,405.33333333333326,580.19
194,196,3.0290476190476165,2.576033222062977,669.0,84.0,4.0,26.25,167.25,281.3825
195,197,3.8000581395348836,3.1527493797590043,768.0,130.0,6.0,26.66666666666667,128.0,327.89833333333337
196,198,4.577906976744185,6.183737334307796,2140.0,29.0,6.0,7.166666666666668,356.66666666666674,434.13333333333327
197,199,1.991153846153848,0.9354534474456008,288.0,44.0,3.0,17.333333333333332,96.0,168.53333333333333
198,200,5.43371794871796,3.8600057841032096,544.0,176.0,18.0,17.333333333333332,30.222222222222218,140.28666666666666
199,201,1.4831818181818193,1.0047015003945725,1118.0,48.0,3.0,22.0,372.66666666666674,457.3
200,202,2.245,1.6449204108086013,69.0,19.0,1.0,19.0,69.0,128.55
201,203,2.9889221556886194,2.729990959413983,987.0,142.0,3.0,54.0,329.0,581.2633333333333
202,204,4.8355555555555565,3.686283654235954,144.0,24.0,3.0,9.0,48.0,190.6233333333333
203,205,2.971090909090908,2.4284488746139674,255.0,101.0,2.0,54.0,127.5,317.06499999999994
204,206,6.232692307692307,5.655267236065175,554.0,40.0,5.0,10.4,110.8,331.66
205,207,3.459811320754717,3.1769391510128324,594.0,130.0,7.0,22.714285714285715,84.85714285714286,183.48
206,208,2.615434782608693,3.520586613272717,1825.0,116.0,3.0,46.0,608.3333333333334,1016.2800000000003
207,209,3.3936144578313225,2.710703525958174,213.0,70.0,2.0,40.5,106.5,277.08
208,210,1.9132631578947359,1.8926360330014467,691.0,89.0,3.0,31.66666666666667,230.33333333333331,329.94
209,211,1.6827272727272726,0.7858255647291059,116.0,11.0,1.0,11.0,116.0,165.86
210,212,2.8813559322033897,3.287450252738654,141.0,57.0,1.0,57.0,141.0,272.06999999999994
211,213,2.520882352941177,2.5627700066435675,378.0,28.0,3.0,11.333333333333336,126.0,217.3733333333333
212,214,5.762884615384612,17.052307225472912,385.0,42.0,3.0,17.333333333333332,128.33333333333334,404.28333333333336
213,215,2.6074528301886777,3.9056074611526137,1355.0,86.0,5.0,21.2,271.0,320.73000000000013
214,216,1.9554014598540137,1.546360059375936,13536.0,47.0,19.0,7.2105263157894735,712.421052631579,665.5452631578947
215,217,3.3075,2.336911388715815,447.0,21.0,4.0,8.0,111.75,330.0225
216,218,3.8178313253012033,4.551304034035329,1856.0,73.0,4.0,20.75,464.0,660.1150000000002
217,219,1.811875,1.4169649195845793,196.0,16.0,1.0,16.0,196.0,320.08
218,220,3.4578666666666664,2.8502244316828764,686.0,131.0,6.0,25.0,114.33333333333331,220.63
219,221,3.3866000000000014,3.1197550989702734,293.0,34.0,3.0,16.333333333333332,97.66666666666669,232.86
220,222,4.583333333333333,2.549877448035493,46.0,9.0,1.0,9.0,46.0,164.7
221,223,3.5033484162895983,4.464444443790363,927.0,178.0,2.0,95.0,463.5,1017.03
222,224,2.575555555555556,1.9765507273474607,86.0,9.0,1.0,9.0,86.0,113.48000000000002
223,225,3.2667469879518065,3.616860283899975,2528.0,69.0,8.0,10.375,316.0,514.975
224,226,3.609736842105265,2.267268253710101,290.0,33.0,2.0,19.0,145.0,319.12
225,227,3.1660683760683734,4.4947685984825805,2729.0,106.0,8.0,14.625,341.125,508.16750000000013
226,228,2.8663253012048164,2.743286083506791,608.0,128.0,7.0,23.57142857142857,86.85714285714286,187.99142857142851
227,229,4.147666666666667,3.0068836925012388,187.0,20.0,3.0,10.0,62.33333333333334,161.45666666666668
228,230,2.3604545454545462,1.8186401965485544,262.0,22.0,2.0,11.0,131.0,254.01
229,231,2.2856250000000005,1.9219075495538955,330.0,32.0,2.0,16.0,165.0,235.21
230,232,4.749508196721312,8.053224701163607,663.0,60.0,6.0,10.166666666666666,110.5,201.90666666666667
231,233,0.6581818181818182,0.5194192561278064,349.0,11.0,1.0,11.0,349.0,300.66
232,234,5.7285714285714295,9.83055852698009,53.0,7.0,1.0,7.0,53.0,129.4
233,235,1.1200000000000003,0.15874507866387536,480.0,3.0,5.0,1.4,96.0,105.79200000000004
234,236,3.5294117647058814,4.595916192344985,446.0,41.0,3.0,17.0,148.66666666666666,254.57333333333335
235,237,3.196376811594201,2.8233365591996304,303.0,65.0,3.0,22.33333333333333,101.0,228.44666666666672
236,238,2.2428205128205123,1.224201025627368,347.0,36.0,2.0,19.5,173.5,304.2
237,239,1.89125,1.836071440149684,192.0,14.0,2.0,8.0,96.0,183.075
238,240,3.269288079470213,2.8610583210080267,4023.0,252.0,18.0,33.333333333333336,223.5,475.35000000000014
239,241,3.06923076923077,2.7082237183257263,175.0,38.0,1.0,38.0,175.0,214.08
240,242,4.2608,4.2509546778893545,173.0,44.0,2.0,24.5,86.5,197.755
241,243,2.1574683544303794,2.0720196194710367,1245.0,70.0,5.0,15.8,249.0,295.918
242,244,7.8900000000000015,4.473179331676,40.0,5.0,3.0,3.333333333333333,13.333333333333336,93.2
243,245,4.621219512195121,6.74407265497709,307.0,37.0,5.0,8.0,61.4,116.876
244,246,4.06772151898734,3.3090330717857785,427.0,62.0,3.0,26.33333333333333,142.33333333333334,250.83666666666667
245,247,2.884782608695653,2.2498199313100944,32.0,23.0,1.0,23.0,32.0,98.70000000000003
246,248,2.668,2.487353661081214,653.0,35.0,2.0,17.5,326.5,647.9350000000002
247,249,2.6375,2.8130608531697927,350.0,12.0,1.0,12.0,350.0,419.06
248,250,2.370344827586208,2.5591160342679435,94.0,29.0,1.0,29.0,94.0,112.08
249,251,2.8346666666666662,2.5517899777206345,366.0,54.0,4.0,14.25,91.5,219.8175
250,252,2.0728,2.1972959795215625,1258.0,63.0,2.0,36.0,629.0,372.6299999999998
251,253,2.880468749999997,2.4752300010445234,1252.0,70.0,8.0,16.0,156.5,321.86750000000006
252,254,2.5453556485355646,2.4078058849719097,1491.0,172.0,9.0,26.33333333333333,165.66666666666666,274.85111111111115
253,255,2.8171428571428563,2.2831743808689295,262.0,55.0,2.0,31.0,131.0,284.5999999999999
254,256,2.788571428571429,2.2492010791624417,119.0,14.0,1.0,14.0,119.0,185.97
255,257,3.173666666666665,2.529308405718044,301.0,65.0,3.0,30.0,100.33333333333331,241.61666666666667
256,258,2.262195121951219,1.9387688752352237,256.0,74.0,1.0,74.0,256.0,367.9500000000001
257,259,2.132594936708859,1.9266535392634463,658.0,114.0,3.0,52.0,219.33333333333331,331.9766666666667
258,260,1.4800000000000015,0.9392821243326788,823.0,45.0,3.0,18.666666666666668,274.3333333333333,371.29333333333335
259,261,3.3551308900523584,3.2647378968929797,1799.0,164.0,8.0,23.625,224.875,341.39375
260,262,2.1325806451612896,1.7967376058563145,572.0,140.0,4.0,37.75,143.0,220.1925
261,263,3.3552380952380942,3.998951821190493,275.0,55.0,4.0,14.25,68.75,140.785
262,264,2.973076923076924,3.115727268272435,37.0,13.0,1.0,13.0,37.0,125.10000000000002
263,265,2.0083333333333333,0.8004134960792968,210.0,18.0,1.0,18.0,210.0,391.5
264,266,2.7727083333333318,2.5848015188489755,257.0,48.0,1.0,48.0,257.0,554.6599999999999
265,267,2.537912087912088,1.911708669392393,573.0,58.0,6.0,15.166666666666664,95.5,203.95000000000005
266,268,2.125799999999997,1.3892177618896715,416.0,127.0,4.0,49.25,104.0,199.2975
267,269,3.5027027027027025,3.4546455427186484,379.0,33.0,5.0,7.4,75.8,146.29
268,270,3.233859649122805,3.0547958514826465,174.0,50.0,1.0,50.0,174.0,402.36
269,271,2.571100917431191,2.479773488554184,479.0,90.0,4.0,26.75,119.75,205.22
270,272,2.394296296296293,3.95141681386898,2136.0,112.0,7.0,19.285714285714285,305.14285714285717,406.9714285714286
271,273,2.29,1.5454395275562658,421.0,12.0,3.0,4.333333333333333,140.33333333333334,222.0333333333334
272,274,5.7,5.080046751753374,63.0,9.0,1.0,9.0,63.0,227.40000000000003
273,275,2.4054545454545453,1.4261961638692968,377.0,18.0,2.0,11.0,188.5,432.71499999999986
274,276,3.017647058823529,2.5731975849226374,479.0,30.0,2.0,17.0,239.5,324.37499999999994
275,277,3.0288034188034163,2.3194987428147584,284.0,78.0,4.0,29.0,71.0,192.6575
276,278,2.389655172413793,2.036908516703369,127.0,27.0,1.0,27.0,127.0,193.3
277,279,3.093333333333332,2.486522605299752,457.0,49.0,3.0,17.0,152.33333333333334,307.37000000000006
278,280,4.016666666666667,3.7183411094277785,261.0,10.0,4.0,3.0,65.25,101.1875
