,Unnamed: 0,UnitPriceMean,UnitPriceStd,TotalQuantity,NoOfUniqueItems,NoOfInvoices,UniqueItemsPerInvoice,QuantityPerInvoice,SpendingPerInvoice
442,448,3.3084782608695646,3.3965923887143816,273.0,30.0,7.0,6.571428571428571,39.0,89.06000000000004
443,449,3.1283333333333303,3.144746706522612,3353.0,68.0,5.0,20.4,670.6,1369.7579999999998
444,450,2.3996491228070176,1.895726363723227,161.0,45.0,2.0,28.0,80.5,153.57
445,451,2.0405555555555552,2.07118173776462,1512.0,10.0,4.0,4.5,378.0,438.86
446,452,5.939459459459458,4.260956430157401,367.0,24.0,7.0,5.142857142857143,52.42857142857143,262.66571428571433
447,453,3.08,4.373865567207114,124.0,7.0,1.0,7.0,124.0,247.56
448,454,2.421060070671377,2.159083961571738,462.0,201.0,5.0,56.2,92.4,204.20199999999997
449,455,4.218181818181816,3.236766624552684,722.0,54.0,5.0,13.2,144.4,451.364
450,456,2.5371428571428587,1.1393588791343077,287.0,32.0,2.0,17.5,143.5,316.975
451,457,3.910454545454544,2.3785631333393664,323.0,43.0,3.0,14.666666666666664,107.66666666666669,250.01666666666677
452,458,3.52439024390244,2.7511634346040656,1125.0,40.0,3.0,13.666666666666664,375.0,727.9433333333334
453,459,3.634785714285712,3.7538422460763514,730.0,122.0,5.0,26.6,146.0,287.56
454,460,5.2681818181818185,3.6406917424627374,978.0,9.0,4.0,2.75,244.5,587.875
455,461,2.4103389830508486,2.5269880982360275,897.0,46.0,3.0,19.666666666666668,299.0,391.75666666666666
456,462,2.4542857142857137,1.903520065635082,1032.0,43.0,5.0,15.4,206.4,423.34800000000007
457,463,2.4785714285714286,1.380476108346061,56.0,7.0,1.0,7.0,56.0,106.4
458,464,2.3832173913043464,2.279137859400136,1657.0,92.0,5.0,23.0,331.4,545.9140000000001
459,465,3.1250381679389303,2.3574100436531227,426.0,113.0,3.0,42.66666666666666,142.0,351.1
460,466,4.4590000000000005,17.409836445254307,1381.0,85.0,2.0,50.0,690.5,1343.2850000000005
461,467,3.086818181818181,2.0353032717592296,1901.0,40.0,4.0,11.0,475.25,774.0975000000002
462,468,3.5641025641025643,2.402738260214482,118.0,37.0,2.0,19.5,59.0,159.425
463,469,2.580555555555556,2.008521470318908,44.0,18.0,1.0,18.0,44.0,102.35
464,470,3.213019801980201,2.8513275758634893,1032.0,129.0,5.0,38.4,206.4,476.89400000000006
465,471,1.6651807228915632,1.272306291926054,507.0,139.0,2.0,83.0,253.5,322.5999999999998
466,472,3.0026315789473688,1.1310690571087119,131.0,34.0,1.0,34.0,131.0,346.9000000000001
467,473,2.408421052631577,1.9551473153411243,262.0,99.0,2.0,53.5,131.0,250.835
468,474,2.2657364341085278,1.6266596213530078,7003.0,87.0,4.0,32.25,1750.75,3235.1275
469,475,2.4128947368421056,1.811443963213724,248.0,33.0,3.0,12.666666666666664,82.66666666666667,148.45666666666662
470,476,2.232269503546098,1.9212382052038088,414.0,133.0,4.0,35.0,103.5,185.2625
471,477,2.908529411764707,2.236875705834179,87.0,33.0,1.0,33.0,87.0,167.09000000000003
472,479,2.0978125000000007,1.3307742927536468,130.0,57.0,2.0,30.0,65.0,113.355
473,480,2.741843971631205,1.9819966854653268,628.0,92.0,4.0,35.25,157.0,303.6625
474,481,3.125448275862066,2.273302168441792,1464.0,112.0,7.0,20.428571428571427,209.14285714285717,350.8228571428571
475,482,2.5388636363636365,2.6707295544598932,70.0,44.0,1.0,44.0,70.0,168.36
476,483,3.0700000000000003,3.021071711448487,710.0,33.0,3.0,12.0,236.66666666666663,474.8133333333333
477,484,2.7028260869565237,2.5244281319148216,1403.0,169.0,6.0,37.16666666666666,233.83333333333331,329.28333333333336
478,485,2.514705882352944,2.5766182365247348,1101.0,245.0,2.0,134.5,550.5,887.71
479,486,2.3697058823529416,2.084733084134648,198.0,31.0,2.0,17.0,99.0,168.72
480,487,4.621638418079101,2.880862624184769,1119.0,112.0,8.0,21.75,139.875,439.41250000000014
481,488,3.465172413793104,2.881487240855288,1248.0,19.0,4.0,7.25,312.0,831.87
482,490,3.7756363636363632,5.656224615620997,235.0,48.0,2.0,27.0,117.5,312.74
483,491,2.7668478260869573,2.0238876699054367,904.0,231.0,3.0,87.66666666666669,301.3333333333333,638.8000000000002
484,492,4.1800000000000015,5.624559241991025,11.0,10.0,3.0,3.333333333333333,3.6666666666666665,14.483333333333333
485,493,2.178321678321677,2.08459675771436,1680.0,137.0,3.0,47.66666666666666,560.0,695.9166666666665
486,494,3.8402061855670073,5.924312896056219,1480.0,71.0,4.0,24.25,370.0,864.4825000000002
487,495,2.896875,2.195063305844883,1568.0,14.0,3.0,5.333333333333333,522.6666666666666,1068.2933333333333
488,496,2.6750000000000003,2.4975487983220668,56.0,6.0,1.0,6.0,56.0,103.5
489,497,5.006086956521738,7.768610346733038,220.0,23.0,1.0,23.0,220.0,777.5600000000002
490,498,4.431578947368421,4.047331443416204,160.0,15.0,2.0,9.5,80.0,215.1
491,499,1.8433333333333335,1.7274841297215198,639.0,44.0,3.0,16.0,213.0,303.7266666666667
492,500,5.019285714285714,4.8459506716523535,70.0,13.0,1.0,13.0,70.0,166.21999999999997
493,501,4.612068965517245,1.7034447857007384,240.0,18.0,4.0,7.25,60.0,264.175
494,502,2.9977142857142858,2.6199136556431037,1108.0,31.0,4.0,8.75,277.0,393.98
495,503,3.404,2.529343788416276,513.0,5.0,2.0,2.5,256.5,170.725
496,504,2.250555555555556,2.226780751606065,836.0,53.0,1.0,53.0,836.0,1101.7700000000002
497,505,2.9318410041841068,2.0705867210943127,1129.0,181.0,3.0,77.0,376.33333333333326,879.5333333333336
498,506,2.7574431818181795,2.67197877390181,751.0,146.0,6.0,28.83333333333333,125.16666666666669,231.205
499,507,2.6540740740740736,2.3352447397241907,640.0,54.0,1.0,54.0,640.0,1167.4100000000005
500,508,2.254252873563217,1.8506118612212583,444.0,68.0,3.0,25.66666666666667,148.0,195.25333333333333
501,509,5.821857142857142,5.158527846635459,511.0,58.0,2.0,35.0,255.5,617.565
502,510,2.2605642633228857,1.9778543567983704,1237.0,287.0,5.0,63.4,247.4,340.18800000000005
503,511,2.781173184357541,2.355743702355372,486.0,142.0,4.0,43.5,121.5,236.37499999999997
504,512,6.470322580645161,5.2177897516547285,180.0,30.0,3.0,10.333333333333334,60.0,240.7433333333333
505,513,2.3572000000000006,2.55088141629516,303.0,23.0,2.0,12.5,151.5,234.675
506,514,4.5771428571428565,4.441301289358463,39.0,7.0,1.0,7.0,39.0,92.14
507,515,4.988260869565215,18.114817661798593,1642.0,81.0,6.0,15.333333333333336,273.6666666666667,558.7033333333335
508,516,2.0,0.7778174593052022,46.0,2.0,1.0,2.0,46.0,110.7
509,517,2.27625,2.158409537314277,687.0,34.0,3.0,13.0,229.0,340.1333333333334
510,518,3.2620000000000005,3.3905493655158594,1697.0,13.0,4.0,6.25,424.25,609.3675
511,519,2.5415909090909103,1.8557176799886368,61.0,44.0,1.0,44.0,61.0,147.05999999999997
512,520,3.6290163934426216,3.978810418922567,602.0,46.0,5.0,12.2,120.4,225.83600000000007
513,521,3.3331818181818167,3.789852101474272,206.0,62.0,2.0,32.5,103.0,235.025
514,522,2.7032352941176456,2.0652327856539587,1336.0,95.0,4.0,25.5,334.0,612.97
515,523,2.6841176470588244,1.7578717914837012,190.0,17.0,1.0,17.0,190.0,304.5
516,524,1.961904761904762,1.0319771175739725,418.0,22.0,4.0,10.5,104.5,181.27500000000003
517,525,1.0352941176470591,0.6260902255971063,384.0,17.0,1.0,17.0,384.0,337.98
518,526,1.9396183206106847,2.2864919063525284,1932.0,119.0,5.0,26.2,386.4,387.346
519,527,3.450000000000001,1.6823718376149792,71.0,31.0,2.0,20.5,35.5,114.57500000000002
520,528,2.0486904761904756,1.426197049331775,1069.0,58.0,3.0,28.0,356.33333333333326,535.6666666666666
521,529,4.224146341463414,4.836280583056444,320.0,37.0,4.0,10.25,80.0,139.94250000000002
522,530,2.519574468085106,1.2668361093802158,1612.0,25.0,8.0,5.875,201.5,326.96
523,531,2.7595652173913043,3.6037988613325695,1972.0,125.0,3.0,46.0,657.3333333333334,934.22
524,532,1.6993984962406017,2.0354827657205745,13994.0,249.0,18.0,22.16666666666667,777.4444444444445,797.0277777777778
525,533,2.9296,2.8161712779351094,251.0,25.0,1.0,25.0,251.0,413.78999999999985
526,534,2.4625,2.3220321559645414,75.0,16.0,1.0,16.0,75.0,170.54999999999995
527,535,2.4441935483870982,2.9244187732420133,353.0,29.0,3.0,10.333333333333334,117.66666666666669,161.61
528,536,1.7946666666666673,2.1542154358708294,12058.0,53.0,5.0,15.0,2411.6,2259.1479999999997
529,537,3.3806249999999958,2.4622047918698633,722.0,115.0,3.0,52.33333333333334,240.66666666666663,527.1866666666665
530,538,3.37233766233766,3.105438309644913,716.0,64.0,3.0,25.66666666666667,238.66666666666663,423.02
531,539,3.712549019607842,2.7099194402323143,337.0,49.0,2.0,25.5,168.5,420.895
532,540,3.7583333333333337,1.7164277562496602,253.0,12.0,2.0,6.0,126.5,341.29500000000013
533,541,5.709999999999999,5.242899960899502,33.0,5.0,1.0,5.0,33.0,91.15
534,542,4.265738636363641,3.7025874381320127,1044.0,132.0,4.0,43.0,261.0,635.3050000000002
535,543,1.1847368421052629,1.1017580316176134,402.0,19.0,1.0,19.0,402.0,338.98
536,544,2.7823255813953494,2.391461833481077,345.0,43.0,2.0,21.5,172.5,331.9650000000001
537,545,1.2472395833333323,1.0457954636177127,1408.0,135.0,3.0,62.66666666666666,469.33333333333326,426.0466666666666
538,546,1.797,2.102357323527443,468.0,20.0,2.0,10.0,234.0,276.06
539,547,2.3203846153846155,2.4940076902396187,701.0,47.0,3.0,17.333333333333332,233.66666666666663,326.3066666666667
540,548,2.6273913043478263,3.6896241511584336,334.0,43.0,2.0,23.0,167.0,252.505
541,549,1.399166666666667,1.4621245956939966,262.0,12.0,1.0,12.0,262.0,306.18
542,550,3.717692307692309,3.5667792841075068,229.0,26.0,1.0,26.0,229.0,501.0100000000001
543,551,2.24,1.129506845612595,183.0,15.0,1.0,15.0,183.0,303.1500000000001
544,552,3.06625,3.4304892437687218,590.0,31.0,3.0,10.666666666666666,196.66666666666663,313.82666666666665
545,553,3.335564516129029,2.436615773300776,420.0,99.0,2.0,61.5,210.0,511.30000000000007
546,554,3.4031034482758615,1.7086316652478626,135.0,28.0,1.0,28.0,135.0,428.82
547,555,2.0,1.0054849576199536,56.0,6.0,1.0,6.0,56.0,101.2
548,556,2.248499999999999,1.8711820644811004,2988.0,143.0,5.0,36.0,597.6,1037.1920000000002
549,557,16.957,37.17454620117316,184.0,20.0,1.0,20.0,184.0,1181.0000000000002
550,558,6.457692307692309,2.904439572580092,53.0,10.0,2.0,6.5,26.5,147.82500000000005
551,559,1.150925925925927,1.1296322135127563,794.0,44.0,3.0,18.0,264.6666666666667,315.2733333333333
552,560,3.385,1.8149104661112077,34.0,4.0,1.0,4.0,34.0,102.28
553,561,3.35,2.8834503141697643,124.0,8.0,1.0,8.0,124.0,307.8
554,562,1.085,0.6257528798708534,132.0,4.0,1.0,4.0,132.0,67.24
555,563,1.7375,1.5551786537762438,450.0,29.0,2.0,16.0,225.0,226.98
556,564,4.009375,3.2938942884272,160.0,16.0,1.0,16.0,160.0,440.2000000000001
557,565,2.3162500000000006,1.7560329343912278,158.0,16.0,1.0,16.0,158.0,283.5300000000001
558,566,1.378333333333334,2.168909939394269,907.0,42.0,2.0,21.0,453.5,307.915
559,567,2.053902439024389,1.7309747172751624,1096.0,78.0,3.0,27.33333333333333,365.33333333333326,435.12666666666667
560,568,3.014195804195804,3.957653738810445,1601.0,131.0,2.0,70.0,800.5,1258.235
561,569,4.617462686567163,3.7332240284121547,177.0,56.0,4.0,16.5,44.25,152.9925
562,570,2.4716666666666667,1.2061821430940023,265.0,23.0,2.0,12.0,132.5,230.49
563,571,1.965,1.0470673330784417,486.0,35.0,2.0,19.0,243.0,390.02
564,572,4.826666666666672,14.536593900833935,1201.0,106.0,3.0,47.0,400.33333333333326,952.05
565,573,2.925370370370369,3.006418111347388,796.0,34.0,6.0,9.0,132.66666666666666,229.99666666666667
566,574,2.2101503759398455,1.823170309437866,1864.0,88.0,7.0,19.0,266.2857142857143,532.9714285714286
567,575,1.7570149253731344,1.2117080543038272,134.0,67.0,1.0,67.0,134.0,195.89
568,576,2.518378378378379,2.3250298845313715,102.0,36.0,1.0,36.0,102.0,226.56999999999996
569,577,8.990000000000004,41.534187186740006,841.0,52.0,6.0,9.666666666666666,140.16666666666666,231.67666666666665
570,578,3.8816216216216217,3.7796072058655286,308.0,36.0,3.0,12.333333333333336,102.66666666666669,227.55999999999997
571,579,2.577272727272727,1.2789377694719228,93.0,11.0,1.0,11.0,93.0,190.35
572,580,3.623666666666667,4.135234285850084,785.0,42.0,4.0,15.0,196.25,354.8975
573,581,3.8784615384615377,3.901764229494665,424.0,11.0,3.0,4.333333333333333,141.33333333333334,420.7466666666667
574,582,4.254347826086957,3.0636027900718408,156.0,23.0,2.0,11.5,78.0,208.35
575,583,3.405308641975307,3.14539865772995,951.0,70.0,3.0,27.0,317.0,593.9499999999998
576,584,2.7663199999999986,2.357932916499041,1261.0,101.0,5.0,25.0,252.2,389.64400000000006
577,585,3.680208333333333,3.1000936770906766,817.0,38.0,4.0,12.0,204.25,525.615
578,586,3.9331707317073166,2.935531532431261,2389.0,64.0,5.0,16.4,477.8,1005.746
579,587,2.93375,3.3303536384508563,146.0,8.0,1.0,8.0,146.0,217.2
580,588,1.4509090909090914,1.365722934639063,315.0,22.0,1.0,22.0,315.0,270.19000000000005
581,589,4.051788617886179,3.3815601774387924,699.0,97.0,4.0,30.25,174.75,386.335
582,590,2.5648717948717947,1.72005641246974,99.0,39.0,1.0,39.0,99.0,216.34
583,591,2.582444444444445,2.3985991703071154,374.0,37.0,3.0,14.666666666666664,124.66666666666669,210.59333333333336
584,592,1.5557894736842106,0.7238709123485766,644.0,44.0,2.0,28.5,322.0,395.52999999999986
585,593,4.6406060606060615,3.269729479821247,208.0,31.0,2.0,16.5,104.0,281.94000000000005
586,594,2.2350000000000008,2.3029602527889894,316.0,21.0,5.0,5.6,63.2,99.944
587,595,3.0225000000000013,2.235537577601764,242.0,24.0,1.0,24.0,242.0,587.66
588,596,3.10625,2.6127810853571334,130.0,16.0,1.0,16.0,130.0,305.7
589,597,2.9462500000000005,3.204408393475137,469.0,22.0,3.0,8.0,156.33333333333334,196.13
590,598,1.2490476190476192,1.3543555838918553,458.0,12.0,4.0,5.25,114.5,104.455
591,599,4.086607142857141,3.141185228995123,494.0,40.0,3.0,18.666666666666668,164.66666666666666,394.43333333333334
592,600,1.5599999999999998,1.848196469177248,1078.0,54.0,1.0,54.0,1078.0,1085.46
593,601,0.9701612903225808,0.6983199791149435,1686.0,50.0,4.0,15.5,421.5,322.24
594,602,7.915999999999999,25.647990387340112,442.0,45.0,4.0,11.25,110.5,287.2425
595,603,1.9800000000000009,2.5263201169553584,395.0,31.0,1.0,31.0,395.0,424.48999999999984
596,604,4.081428571428572,3.869252234882453,173.0,21.0,1.0,21.0,173.0,332.1799999999999
597,605,2.7379787234042525,2.4377257071291583,879.0,50.0,11.0,8.545454545454545,79.9090909090909,151.71363636363637
598,606,2.877397260273971,2.3968069195153854,550.0,54.0,4.0,18.25,137.5,289.6075
599,607,2.9175000000000004,1.5414904661212985,61.0,8.0,1.0,8.0,61.0,105.54
600,608,3.5517543859649106,2.1022089766371077,519.0,41.0,8.0,7.125,64.875,192.73125
601,609,1.5399999999999996,0.9649870465451856,128.0,16.0,1.0,16.0,128.0,133.22000000000003
602,610,3.186132075471696,2.4898791597202017,1001.0,69.0,6.0,17.666666666666668,166.83333333333334,360.9716666666666
603,611,4.166326530612244,2.8917697103716833,91.0,48.0,1.0,48.0,91.0,353.7999999999999
604,612,2.3215000000000003,1.754414807219055,191.0,20.0,2.0,10.0,95.5,162.72500000000005
605,613,2.528265306122448,2.612783018955985,14017.0,59.0,10.0,9.8,1401.7,1864.942
606,614,2.437313432835821,2.697550843225484,792.0,58.0,3.0,22.33333333333333,264.0,346.3666666666666
607,615,2.103186813186812,1.7752082063307884,951.0,64.0,6.0,15.166666666666664,158.5,242.76333333333332
608,616,5.1786666666666665,8.784058504445643,202.0,15.0,2.0,7.5,101.0,386.625
609,617,3.230384615384616,3.6920839435410793,244.0,24.0,4.0,6.5,61.0,97.0925
610,618,4.864642857142857,12.400054206017382,2124.0,22.0,3.0,8.0,708.0,495.7466666666666
611,619,1.952054794520545,2.08016409094396,1762.0,121.0,6.0,24.33333333333333,293.6666666666667,340.63666666666666
612,620,6.661428571428568,3.3899419940006466,218.0,22.0,8.0,4.375,27.25,145.60625
613,621,1.4418181818181817,0.533194489502999,2726.0,5.0,5.0,2.2,545.2,684.78
614,622,2.710500000000001,2.092961827297936,197.0,20.0,1.0,20.0,197.0,311.1900000000001
615,623,3.962499999999999,5.541881887116171,604.0,57.0,3.0,22.66666666666667,201.33333333333331,520.9833333333332
616,624,2.53656804733728,2.9564645353476258,2202.0,306.0,3.0,109.33333333333331,734.0,1060.0466666666664
617,625,6.4060869565217375,5.785932548771823,294.0,43.0,3.0,15.333333333333336,98.0,341.5933333333333
618,626,2.6645033112582737,2.335234945707953,1228.0,123.0,14.0,10.642857142857142,87.7142857142857,142.77642857142857
619,627,7.283333333333334,3.2145502536643185,104.0,3.0,2.0,1.5,52.0,299.4
620,628,2.4405,4.569890280902506,1164.0,31.0,3.0,13.333333333333336,388.0,295.96
621,629,1.965625,1.6096457943700946,157.0,16.0,2.0,8.0,78.5,56.03999999999999
622,630,3.361666666666667,3.50109030636648,104.0,12.0,2.0,6.0,52.0,103.56
623,631,4.803333333333333,5.701831368286943,151.0,13.0,3.0,5.0,50.33333333333334,135.4
624,632,3.3842753623188395,2.8799006186424494,724.0,122.0,3.0,45.33333333333334,241.33333333333331,524.3866666666665
625,633,3.5772307692307685,4.1031689383375936,811.0,62.0,2.0,32.5,405.5,951.865
626,634,2.7454838709677407,3.0215765810356534,1154.0,88.0,2.0,46.5,577.0,1089.625
627,635,5.410714285714284,3.127428157177536,35.0,27.0,1.0,27.0,35.0,177.94999999999996
628,636,3.039354838709678,1.6334359195345889,100.0,31.0,1.0,31.0,100.0,218.05
629,637,3.35121951219512,3.3821739990154485,1334.0,104.0,3.0,41.0,444.66666666666674,974.8233333333334
630,638,2.684117647058823,3.209824576833092,776.0,127.0,4.0,45.0,194.0,313.93999999999994
631,639,2.1867553191489337,1.9074964984719571,612.0,160.0,3.0,62.0,204.0,276.5299999999999
632,640,2.2487272727272734,2.4393191631678657,617.0,54.0,2.0,27.5,308.5,402.45500000000015
633,641,4.194000000000001,2.8029000854273933,75.0,10.0,1.0,10.0,75.0,215.01000000000005
634,642,2.1121463414634176,2.428212626265221,58749.0,318.0,16.0,38.4375,3671.8125,5100.78875
635,643,3.3285714285714283,3.098679264914842,145.0,14.0,1.0,14.0,145.0,286.95
636,644,2.2502884615384597,2.009211532901213,1005.0,86.0,4.0,26.0,251.25,265.71500000000003
637,645,3.5633333333333312,4.74711485927816,669.0,61.0,3.0,22.0,223.0,369.27333333333326
638,646,2.333333333333333,1.1800141242092543,132.0,3.0,2.0,1.5,66.0,106.86
639,647,4.25,0.0,102.0,2.0,1.0,2.0,102.0,433.5
640,648,0.4,5.887846720064156e-17,4560.0,6.0,2.0,4.5,2280.0,912.0
641,649,2.2525,1.4972797556457735,177.0,16.0,1.0,16.0,177.0,289.74
642,650,3.294666666666666,1.7239691191577429,310.0,15.0,2.0,7.5,155.0,450.89000000000016
643,651,2.2946153846153847,1.8673850494948607,232.0,11.0,2.0,6.5,116.0,231.00000000000003
644,652,4.14888888888889,3.764933683483102,179.0,25.0,2.0,13.0,89.5,290.15
645,653,2.24,2.365752875231617,526.0,15.0,2.0,8.0,263.0,328.5900000000001
